entity_id,state,last_changed
sensor.panasonic_heat_pump_s0_watthourtotal_1,2731.666,2025-04-11T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2732.164,2025-04-11T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2732.392,2025-04-11T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2732.411,2025-04-11T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2732.674,2025-04-11T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2733.314,2025-04-11T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2733.594,2025-04-11T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2735.513,2025-04-11T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2736.728,2025-04-11T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2736.746,2025-04-11T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2736.764,2025-04-11T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2736.783,2025-04-11T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.776,2025-04-11T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.794,2025-04-11T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.81,2025-04-11T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.828,2025-04-11T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.846,2025-04-11T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.863,2025-04-11T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.881,2025-04-11T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.899,2025-04-11T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.916,2025-04-11T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.934,2025-04-12T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.951,2025-04-12T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.969,2025-04-12T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2737.986,2025-04-12T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.003,2025-04-12T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.02,2025-04-12T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.038,2025-04-12T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.055,2025-04-12T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.072,2025-04-12T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.09,2025-04-12T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.108,2025-04-12T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.125,2025-04-12T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.143,2025-04-12T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.161,2025-04-12T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.177,2025-04-12T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.196,2025-04-12T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.214,2025-04-12T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.232,2025-04-12T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.249,2025-04-12T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.266,2025-04-12T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2738.778,2025-04-12T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2739.091,2025-04-12T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2739.706,2025-04-12T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2740.069,2025-04-12T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2740.626,2025-04-13T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2740.992,2025-04-13T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2741.011,2025-04-13T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2741.679,2025-04-13T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2741.92,2025-04-13T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2742.498,2025-04-13T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2742.731,2025-04-13T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2742.859,2025-04-13T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2743.261,2025-04-13T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2744.937,2025-04-13T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2746.293,2025-04-13T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2746.767,2025-04-13T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2746.785,2025-04-13T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2747.407,2025-04-13T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2748.757,2025-04-13T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2748.945,2025-04-13T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2748.964,2025-04-13T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2748.981,2025-04-13T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2748.999,2025-04-13T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2749.016,2025-04-13T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2749.034,2025-04-13T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2749.053,2025-04-13T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2749.07,2025-04-13T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2749.088,2025-04-13T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2749.154,2025-04-14T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2749.173,2025-04-14T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2749.192,2025-04-14T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2749.509,2025-04-14T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.013,2025-04-14T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.13,2025-04-14T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.148,2025-04-14T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.167,2025-04-14T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.185,2025-04-14T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.204,2025-04-14T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.222,2025-04-14T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.24,2025-04-14T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.259,2025-04-14T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.277,2025-04-14T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.296,2025-04-14T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.315,2025-04-14T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.333,2025-04-14T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.352,2025-04-14T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.37,2025-04-14T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.389,2025-04-14T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2750.911,2025-04-14T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2751.171,2025-04-14T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2751.805,2025-04-14T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2752.123,2025-04-14T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2752.342,2025-04-15T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2752.969,2025-04-15T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2753.162,2025-04-15T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2753.403,2025-04-15T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.002,2025-04-15T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.08,2025-04-15T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.468,2025-04-15T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.531,2025-04-15T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.55,2025-04-15T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.569,2025-04-15T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.588,2025-04-15T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.607,2025-04-15T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.625,2025-04-15T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.643,2025-04-15T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.662,2025-04-15T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.68,2025-04-15T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.699,2025-04-15T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.716,2025-04-15T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.734,2025-04-15T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.753,2025-04-15T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.771,2025-04-15T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.789,2025-04-15T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.807,2025-04-15T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.826,2025-04-15T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.844,2025-04-16T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.862,2025-04-16T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.88,2025-04-16T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.898,2025-04-16T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.916,2025-04-16T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.934,2025-04-16T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.952,2025-04-16T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.97,2025-04-16T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2754.988,2025-04-16T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.007,2025-04-16T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.025,2025-04-16T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.044,2025-04-16T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.063,2025-04-16T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.081,2025-04-16T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.1,2025-04-16T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.118,2025-04-16T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.137,2025-04-16T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.154,2025-04-16T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.172,2025-04-16T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.191,2025-04-16T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.209,2025-04-16T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.271,2025-04-16T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.29,2025-04-16T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.352,2025-04-16T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.371,2025-04-17T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.39,2025-04-17T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.409,2025-04-17T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.427,2025-04-17T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.446,2025-04-17T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.511,2025-04-17T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.53,2025-04-17T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.549,2025-04-17T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.569,2025-04-17T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.588,2025-04-17T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.606,2025-04-17T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.625,2025-04-17T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.644,2025-04-17T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.661,2025-04-17T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.68,2025-04-17T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.698,2025-04-17T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.717,2025-04-17T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.735,2025-04-17T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.754,2025-04-17T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.772,2025-04-17T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.79,2025-04-17T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.808,2025-04-17T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.826,2025-04-17T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.843,2025-04-17T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.861,2025-04-18T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.879,2025-04-18T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.897,2025-04-18T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.915,2025-04-18T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.933,2025-04-18T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.951,2025-04-18T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.968,2025-04-18T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2755.986,2025-04-18T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.003,2025-04-18T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.021,2025-04-18T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.038,2025-04-18T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.056,2025-04-18T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.074,2025-04-18T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.093,2025-04-18T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.111,2025-04-18T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.129,2025-04-18T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.148,2025-04-18T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.166,2025-04-18T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.184,2025-04-18T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.202,2025-04-18T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.595,2025-04-18T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.833,2025-04-18T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2756.954,2025-04-18T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2757.027,2025-04-18T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2757.187,2025-04-19T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2757.293,2025-04-19T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2757.531,2025-04-19T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2757.748,2025-04-19T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2757.767,2025-04-19T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2757.786,2025-04-19T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2757.806,2025-04-19T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2758.262,2025-04-19T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2758.437,2025-04-19T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2758.456,2025-04-19T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2758.474,2025-04-19T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2758.492,2025-04-19T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2759.946,2025-04-19T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2761.217,2025-04-19T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2762.816,2025-04-19T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.423,2025-04-19T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.442,2025-04-19T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.46,2025-04-19T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.479,2025-04-19T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.498,2025-04-19T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.515,2025-04-19T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.534,2025-04-19T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.553,2025-04-19T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.571,2025-04-19T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.59,2025-04-20T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.609,2025-04-20T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.627,2025-04-20T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.646,2025-04-20T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.664,2025-04-20T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.681,2025-04-20T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.7,2025-04-20T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.718,2025-04-20T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.736,2025-04-20T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.754,2025-04-20T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.77,2025-04-20T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.788,2025-04-20T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.806,2025-04-20T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2763.825,2025-04-20T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2765.237,2025-04-20T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.56,2025-04-20T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.579,2025-04-20T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.597,2025-04-20T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.616,2025-04-20T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.634,2025-04-20T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.653,2025-04-20T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.734,2025-04-20T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.893,2025-04-20T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.909,2025-04-20T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.927,2025-04-21T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.946,2025-04-21T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2766.964,2025-04-21T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2767.325,2025-04-21T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2767.728,2025-04-21T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2767.836,2025-04-21T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2767.853,2025-04-21T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2767.87,2025-04-21T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.099,2025-04-21T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.16,2025-04-21T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.179,2025-04-21T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.197,2025-04-21T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.215,2025-04-21T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.234,2025-04-21T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.252,2025-04-21T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.27,2025-04-21T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.289,2025-04-21T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.307,2025-04-21T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.325,2025-04-21T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.342,2025-04-21T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2768.82,2025-04-21T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2769.146,2025-04-21T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2769.165,2025-04-21T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2769.184,2025-04-21T23:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2769.617,2025-04-22T00:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2770.072,2025-04-22T01:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2770.09,2025-04-22T02:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2770.109,2025-04-22T03:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2770.127,2025-04-22T04:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2770.629,2025-04-22T05:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2770.941,2025-04-22T06:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.209,2025-04-22T07:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.274,2025-04-22T08:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.445,2025-04-22T09:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.464,2025-04-22T10:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.483,2025-04-22T11:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.501,2025-04-22T12:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.52,2025-04-22T13:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.539,2025-04-22T14:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.558,2025-04-22T15:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.576,2025-04-22T16:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.594,2025-04-22T17:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.612,2025-04-22T18:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2771.63,2025-04-22T19:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2772.189,2025-04-22T20:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2772.556,2025-04-22T21:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2773.206,2025-04-22T22:00:00.000Z
sensor.panasonic_heat_pump_s0_watthourtotal_1,2773.704,2025-04-22T23:00:00.000Z
