time_utc,ashp_kwh,temperature_2m,wind_speed_10m,shortwave_radiation
2024-03-28T14:00:00Z,0.0,8.5,25.6,66.0
2024-03-28T15:00:00Z,1.04,7.6,27.7,53.0
2024-03-28T16:00:00Z,0.10899999999999999,8.2,24.5,92.0
2024-03-28T17:00:00Z,0.008000000000000007,7.6,23.3,86.0
2024-03-28T18:00:00Z,0.008000000000000007,6.8,16.3,12.0
2024-03-28T19:00:00Z,0.008000000000000007,5.5,9.4,0.0
2024-03-28T20:00:00Z,0.008999999999999897,5.4,11.1,0.0
2024-03-28T21:00:00Z,0.806,6.2,17.2,0.0
2024-03-28T22:00:00Z,0.3610000000000002,5.9,19.4,0.0
2024-03-28T23:00:00Z,0.4269999999999996,6.3,23.2,0.0
2024-03-29T00:00:00Z,0.56,6.5,23.5,0.0
2024-03-29T01:00:00Z,0.4620000000000002,6.2,19.6,0.0
2024-03-29T02:00:00Z,0.5390000000000001,5.2,19.5,0.0
2024-03-29T03:00:00Z,0.46799999999999997,5.3,15.8,0.0
2024-03-29T04:00:00Z,0.5430000000000001,4.8,14.8,0.0
2024-03-29T05:00:00Z,0.18100000000000005,4.8,17.4,0.0
2024-03-29T06:00:00Z,0.8639999999999999,5.1,20.4,48.0
2024-03-29T07:00:00Z,0.3330000000000002,6.6,18.7,181.0
2024-03-29T08:00:00Z,0.5119999999999996,8.1,19.3,271.0
2024-03-29T09:00:00Z,0.06200000000000028,9.9,23.1,446.0
2024-03-29T10:00:00Z,0.01699999999999946,10.8,22.6,470.0
2024-03-29T11:00:00Z,0.016000000000000014,10.7,26.1,440.0
2024-03-29T12:00:00Z,0.016000000000000014,9.5,21.3,161.0
2024-03-29T13:00:00Z,0.016000000000000014,9.5,17.2,251.0
2024-03-29T14:00:00Z,0.016000000000000014,8.4,13.5,91.0
2024-03-29T15:00:00Z,0.27200000000000024,7.8,12.3,60.0
2024-03-29T16:00:00Z,0.5199999999999996,7.5,7.9,47.0
2024-03-29T17:00:00Z,0.011000000000001009,7.7,4.7,58.0
2024-03-29T18:00:00Z,0.007999999999999119,4.9,9.6,13.0
2024-03-29T19:00:00Z,0.009000000000000341,5.0,8.1,0.0
2024-03-29T20:00:00Z,0.007999999999999119,3.5,8.9,0.0
2024-03-29T21:00:00Z,1.2040000000000006,3.0,8.7,0.0
2024-03-29T22:00:00Z,0.8800000000000008,2.3,8.8,0.0
2024-03-29T23:00:00Z,0.875,3.8,6.9,0.0
2024-03-30T00:00:00Z,0.875,2.8,8.8,0.0
2024-03-30T01:00:00Z,0.75,5.1,5.9,0.0
2024-03-30T02:00:00Z,0.9059999999999988,4.8,7.0,0.0
2024-03-30T03:00:00Z,0.713000000000001,4.4,8.7,0.0
2024-03-30T04:00:00Z,0.2579999999999991,4.8,11.9,0.0
2024-03-30T05:00:00Z,1.011000000000001,5.2,12.9,0.0
2024-03-30T06:00:00Z,0.6739999999999995,5.7,15.8,52.0
2024-03-30T07:00:00Z,0.18299999999999983,6.7,17.4,115.0
2024-03-30T08:00:00Z,0.2480000000000011,6.6,17.2,76.0
2024-03-30T09:00:00Z,0.2970000000000006,7.1,21.1,115.0
2024-03-30T10:00:00Z,0.0779999999999994,7.4,23.2,196.0
2024-03-30T11:00:00Z,0.01699999999999946,7.4,22.2,170.0
2024-03-30T12:00:00Z,0.05699999999999861,9.2,23.5,469.0
2024-03-30T13:00:00Z,0.01600000000000179,10.9,24.0,554.0
2024-03-30T14:00:00Z,0.01699999999999946,10.9,23.8,425.0
2024-03-30T15:00:00Z,0.01699999999999946,10.1,23.1,302.0
2024-03-30T16:00:00Z,0.01600000000000179,9.4,24.0,222.0
2024-03-30T17:00:00Z,0.008999999999996788,8.8,23.6,100.0
2024-03-30T18:00:00Z,0.008000000000002672,8.1,21.4,15.0
2024-03-30T19:00:00Z,0.007999999999999119,7.8,22.7,0.0
2024-03-30T20:00:00Z,0.009000000000000341,7.6,15.0,0.0
2024-03-30T21:00:00Z,0.6080000000000005,6.8,12.3,0.0
2024-03-30T22:00:00Z,0.509999999999998,6.6,12.4,0.0
2024-03-30T23:00:00Z,0.12199999999999989,6.8,13.0,0.0
2024-03-31T00:00:00Z,0.6120000000000019,6.7,11.3,0.0
2024-03-31T01:00:00Z,0.5019999999999989,6.9,8.3,0.0
2024-03-31T02:00:00Z,0.11599999999999966,6.5,6.9,0.0
2024-03-31T03:00:00Z,0.28200000000000003,5.6,5.2,0.0
2024-03-31T04:00:00Z,0.6240000000000023,4.2,7.6,0.0
2024-03-31T05:00:00Z,0.2619999999999969,4.2,5.9,1.0
2024-03-31T06:00:00Z,0.6380000000000017,5.5,5.4,56.0
2024-03-31T07:00:00Z,0.4819999999999993,8.1,9.5,184.0
2024-03-31T08:00:00Z,0.11700000000000088,10.1,9.6,270.0
2024-03-31T09:00:00Z,0.01699999999999946,12.1,12.1,434.0
2024-03-31T10:00:00Z,0.01699999999999946,13.1,12.6,457.0
2024-03-31T11:00:00Z,0.01699999999999946,13.0,14.0,397.0
2024-03-31T12:00:00Z,0.01699999999999946,13.0,15.9,471.0
2024-03-31T13:00:00Z,0.017000000000003013,11.1,18.5,428.0
2024-03-31T14:00:00Z,0.06599999999999895,9.4,18.0,313.0
2024-03-31T15:00:00Z,0.01699999999999946,8.3,15.5,192.0
2024-03-31T16:00:00Z,0.009000000000000341,7.6,15.8,148.0
2024-03-31T17:00:00Z,0.007999999999999119,7.1,14.6,59.0
2024-03-31T18:00:00Z,0.007999999999999119,6.0,18.2,12.0
2024-03-31T19:00:00Z,0.009000000000000341,5.5,15.3,0.0
2024-03-31T20:00:00Z,0.7330000000000005,5.1,9.7,0.0
2024-03-31T21:00:00Z,0.5370000000000026,5.2,7.9,0.0
2024-03-31T22:00:00Z,0.16499999999999915,5.3,8.4,0.0
2024-03-31T23:00:00Z,0.7479999999999976,4.8,5.2,0.0
2024-04-01T00:00:00Z,0.41000000000000014,4.8,5.6,0.0
2024-04-01T01:00:00Z,0.01600000000000179,4.7,7.4,0.0
2024-04-01T02:00:00Z,0.01699999999999946,4.4,10.1,0.0
2024-04-01T03:00:00Z,0.7680000000000007,4.3,8.3,0.0
2024-04-01T04:00:00Z,0.5479999999999983,4.1,6.1,0.0
2024-04-01T05:00:00Z,0.018000000000000682,4.2,8.4,1.0
2024-04-01T06:00:00Z,0.018000000000000682,4.3,8.4,36.0
2024-04-01T07:00:00Z,0.46999999999999886,5.2,10.3,108.0
2024-04-01T08:00:00Z,0.6219999999999999,6.3,10.1,198.0
2024-04-01T09:00:00Z,0.24099999999999966,7.7,9.5,334.0
2024-04-01T10:00:00Z,0.10800000000000054,9.2,13.2,352.0
2024-04-01T11:00:00Z,0.0779999999999994,9.6,13.0,297.0
2024-04-01T12:00:00Z,0.5210000000000008,10.8,15.2,312.0
2024-04-01T13:00:00Z,0.1769999999999996,10.8,16.7,202.0
2024-04-01T14:00:00Z,1.2810000000000024,8.9,12.0,89.0
2024-04-01T15:00:00Z,1.6869999999999976,8.4,6.8,76.0
2024-04-01T16:00:00Z,0.008000000000002672,8.6,10.6,52.0
2024-04-01T17:00:00Z,0.007999999999999119,9.4,16.1,23.0
2024-04-01T18:00:00Z,0.009000000000000341,8.7,18.9,3.0
2024-04-01T19:00:00Z,0.007999999999999119,7.7,20.2,0.0
2024-04-01T20:00:00Z,0.6539999999999964,7.6,18.6,0.0
2024-04-01T21:00:00Z,0.21400000000000574,7.6,18.8,0.0
2024-04-01T22:00:00Z,0.3299999999999983,7.1,18.4,0.0
2024-04-01T23:00:00Z,0.33200000000000074,6.6,15.8,0.0
2024-04-02T00:00:00Z,0.13799999999999812,6.1,13.0,0.0
2024-04-02T01:00:00Z,0.3580000000000041,4.6,14.5,0.0
2024-04-02T02:00:00Z,0.6069999999999993,4.6,9.7,0.0
2024-04-02T03:00:00Z,0.1939999999999955,4.6,2.3,0.0
2024-04-02T04:00:00Z,0.5609999999999999,4.8,5.9,0.0
2024-04-02T05:00:00Z,0.5530000000000044,4.9,7.9,0.0
2024-04-02T06:00:00Z,0.05099999999999483,5.2,10.8,5.0
2024-04-02T07:00:00Z,0.382000000000005,5.4,12.2,29.0
2024-04-02T08:00:00Z,0.5989999999999966,5.1,17.6,46.0
2024-04-02T09:00:00Z,0.20199999999999818,4.7,20.5,68.0
2024-04-02T10:00:00Z,0.5990000000000038,4.7,22.6,94.0
2024-04-02T11:00:00Z,0.4969999999999999,4.8,21.3,86.0
2024-04-02T12:00:00Z,0.43599999999999994,4.8,20.6,75.0
2024-04-02T13:00:00Z,0.5480000000000018,4.4,17.3,118.0
2024-04-02T14:00:00Z,0.05399999999999494,4.5,18.8,108.0
2024-04-02T15:00:00Z,0.6060000000000016,4.2,17.0,61.0
2024-04-02T16:00:00Z,0.012000000000000455,3.9,17.6,46.0
2024-04-02T17:00:00Z,0.008000000000002672,3.5,16.9,34.0
2024-04-02T18:00:00Z,0.007999999999995566,3.3,15.6,4.0
2024-04-02T19:00:00Z,0.009000000000000341,3.0,15.6,0.0
2024-04-02T20:00:00Z,1.1039999999999992,2.8,15.8,0.0
2024-04-02T21:00:00Z,0.6580000000000013,2.6,14.6,0.0
2024-04-02T22:00:00Z,0.7610000000000028,2.5,13.8,0.0
2024-04-02T23:00:00Z,0.9110000000000014,2.1,13.6,0.0
2024-04-03T00:00:00Z,0.8609999999999971,1.8,12.8,0.0
2024-04-03T01:00:00Z,0.9440000000000026,1.4,15.4,0.0
2024-04-03T02:00:00Z,0.8569999999999993,1.1,15.0,0.0
2024-04-03T03:00:00Z,1.1980000000000004,0.8,13.7,0.0
2024-04-03T04:00:00Z,0.9249999999999972,0.6,11.3,0.0
2024-04-03T05:00:00Z,1.1899999999999977,0.6,11.9,2.0
2024-04-03T06:00:00Z,1.2580000000000027,0.7,13.4,44.0
2024-04-03T07:00:00Z,1.1970000000000027,1.4,11.4,149.0
2024-04-03T08:00:00Z,1.0579999999999998,2.3,7.6,271.0
2024-04-03T09:00:00Z,0.7419999999999973,3.1,5.8,335.0
2024-04-03T10:00:00Z,1.0009999999999977,4.0,3.7,403.0
2024-04-03T11:00:00Z,0.6280000000000001,4.8,3.6,493.0
2024-04-03T12:00:00Z,0.5459999999999994,5.0,5.9,437.0
2024-04-03T13:00:00Z,0.3410000000000011,3.8,8.7,361.0
2024-04-03T14:00:00Z,0.4660000000000011,3.5,12.1,327.0
2024-04-03T15:00:00Z,0.7180000000000035,3.0,12.6,225.0
2024-04-03T16:00:00Z,0.012000000000000455,2.8,13.0,147.0
2024-04-03T17:00:00Z,0.007999999999995566,2.3,14.8,59.0
2024-04-03T18:00:00Z,0.008000000000002672,2.2,17.7,13.0
2024-04-03T19:00:00Z,0.007999999999995566,2.2,19.9,0.0
2024-04-03T20:00:00Z,1.4070000000000036,2.5,22.7,0.0
2024-04-03T21:00:00Z,1.078000000000003,2.8,26.7,0.0
2024-04-03T22:00:00Z,0.8919999999999959,2.8,29.0,0.0
2024-04-03T23:00:00Z,0.6390000000000029,2.8,29.8,0.0
2024-04-04T00:00:00Z,1.0259999999999962,2.8,30.3,0.0
2024-04-04T01:00:00Z,0.7510000000000048,2.7,30.6,0.0
2024-04-04T02:00:00Z,0.6799999999999997,2.5,31.2,0.0
2024-04-04T03:00:00Z,0.9489999999999981,2.4,30.8,0.0
2024-04-04T04:00:00Z,0.6389999999999958,2.2,30.9,0.0
2024-04-04T05:00:00Z,0.5409999999999968,2.3,30.8,0.0
2024-04-04T06:00:00Z,0.5390000000000015,2.7,29.6,12.0
2024-04-04T07:00:00Z,0.5400000000000063,3.5,29.6,40.0
2024-04-04T08:00:00Z,0.5360000000000014,4.2,29.7,70.0
2024-04-04T09:00:00Z,0.5429999999999922,4.9,28.4,122.0
2024-04-04T10:00:00Z,0.5370000000000061,5.5,27.5,175.0
2024-04-04T11:00:00Z,0.5349999999999966,5.8,23.4,164.0
2024-04-04T12:00:00Z,0.4860000000000042,6.4,22.6,198.0
2024-04-04T13:00:00Z,0.632000000000005,6.3,21.5,130.0
2024-04-04T14:00:00Z,0.46699999999999875,6.8,21.3,108.0
2024-04-04T15:00:00Z,0.5949999999999989,6.4,21.4,52.0
2024-04-04T16:00:00Z,0.012000000000000455,6.2,21.0,30.0
2024-04-04T17:00:00Z,0.007999999999995566,6.2,20.1,13.0
2024-04-04T18:00:00Z,0.007999999999995566,6.0,13.5,9.0
2024-04-04T19:00:00Z,0.008000000000009777,6.0,4.6,0.0
2024-04-04T20:00:00Z,0.8969999999999914,7.1,12.2,0.0
2024-04-04T21:00:00Z,0.3860000000000099,7.4,16.4,0.0
2024-04-04T22:00:00Z,0.4269999999999925,8.3,22.9,0.0
2024-04-04T23:00:00Z,0.5889999999999986,7.4,25.1,0.0
2024-04-05T00:00:00Z,0.16599999999999682,5.9,22.2,0.0
2024-04-05T01:00:00Z,0.8150000000000119,6.2,16.7,0.0
2024-04-05T02:00:00Z,0.3649999999999949,6.6,17.7,0.0
2024-04-05T03:00:00Z,0.6799999999999926,6.4,20.1,0.0
2024-04-05T04:00:00Z,0.3710000000000093,6.3,21.7,0.0
2024-04-05T05:00:00Z,0.6769999999999925,6.1,20.5,2.0
2024-04-05T06:00:00Z,0.409000000000006,6.2,20.3,43.0
2024-04-05T07:00:00Z,0.7099999999999937,6.8,19.0,145.0
2024-04-05T08:00:00Z,0.38700000000000045,7.5,14.7,187.0
2024-04-05T09:00:00Z,0.25,9.4,18.7,327.0
2024-04-05T10:00:00Z,0.402000000000001,10.4,19.0,312.0
2024-04-05T11:00:00Z,0.018000000000000682,10.4,19.4,184.0
2024-04-05T12:00:00Z,0.05700000000000216,10.6,16.3,147.0
2024-04-05T13:00:00Z,0.016000000000005343,12.2,15.5,305.0
2024-04-05T14:00:00Z,0.016999999999995907,12.2,16.9,212.0
2024-04-05T15:00:00Z,0.015000000000000568,12.8,22.5,113.0
2024-04-05T16:00:00Z,0.007999999999995566,11.7,20.5,35.0
2024-04-05T17:00:00Z,0.007999999999995566,11.8,30.4,9.0
2024-04-05T18:00:00Z,0.008000000000009777,11.4,30.5,5.0
2024-04-05T19:00:00Z,0.009000000000000341,11.1,30.6,0.0
2024-04-05T20:00:00Z,0.07699999999999818,10.6,28.9,0.0
2024-04-05T21:00:00Z,0.018000000000000682,9.9,30.4,0.0
2024-04-05T22:00:00Z,0.018000000000000682,9.9,30.3,0.0
2024-04-05T23:00:00Z,0.018000000000000682,9.5,27.8,0.0
2024-04-06T00:00:00Z,0.015999999999991132,8.8,23.9,0.0
2024-04-06T01:00:00Z,0.1950000000000074,9.4,23.9,0.0
2024-04-06T02:00:00Z,0.5799999999999983,8.9,22.1,0.0
2024-04-06T03:00:00Z,0.30400000000000205,8.9,20.3,0.0
2024-04-06T04:00:00Z,0.26500000000000057,8.5,17.5,0.0
2024-04-06T05:00:00Z,0.5669999999999931,8.4,14.5,5.0
2024-04-06T06:00:00Z,0.257000000000005,9.1,15.5,68.0
2024-04-06T07:00:00Z,0.016999999999995907,10.2,15.0,165.0
2024-04-06T08:00:00Z,0.018000000000000682,11.9,14.8,335.0
2024-04-06T09:00:00Z,0.016999999999995907,13.4,15.2,470.0
2024-04-06T10:00:00Z,0.017000000000010118,15.0,16.3,551.0
2024-04-06T11:00:00Z,0.018000000000000682,15.3,14.7,546.0
2024-04-06T12:00:00Z,0.018000000000000682,15.8,10.1,582.0
2024-04-06T13:00:00Z,0.012999999999991019,17.0,14.0,536.0
2024-04-06T14:00:00Z,0.009000000000000341,16.0,15.6,289.0
2024-04-06T15:00:00Z,0.008000000000009777,16.1,13.3,401.0
2024-04-06T16:00:00Z,0.009000000000000341,15.2,14.3,208.0
2024-04-06T17:00:00Z,0.007999999999995566,13.4,17.9,139.0
2024-04-06T18:00:00Z,0.007999999999995566,11.4,19.3,30.0
2024-04-06T19:00:00Z,0.009000000000000341,10.2,22.6,0.0
2024-04-06T20:00:00Z,0.6200000000000045,10.1,22.6,0.0
2024-04-06T21:00:00Z,0.4539999999999935,10.6,22.4,0.0
2024-04-06T22:00:00Z,0.2610000000000099,11.2,21.9,0.0
2024-04-06T23:00:00Z,0.5619999999999976,12.1,19.5,0.0
2024-04-07T00:00:00Z,0.1910000000000025,13.6,18.1,0.0
2024-04-07T01:00:00Z,0.015999999999991132,14.6,15.7,0.0
2024-04-07T02:00:00Z,0.018000000000000682,13.7,12.7,0.0
2024-04-07T03:00:00Z,0.07800000000000296,12.9,12.6,0.0
2024-04-07T04:00:00Z,0.41499999999999204,12.2,9.1,0.0
2024-04-07T05:00:00Z,0.6310000000000002,11.9,9.2,6.0
2024-04-07T06:00:00Z,0.0940000000000083,12.9,13.0,41.0
2024-04-07T07:00:00Z,0.37699999999999534,13.9,14.5,122.0
2024-04-07T08:00:00Z,0.11599999999999966,13.2,22.4,123.0
2024-04-07T09:00:00Z,0.17799999999999727,12.1,20.6,69.0
2024-04-07T10:00:00Z,0.1840000000000117,13.0,23.0,162.0
2024-04-07T11:00:00Z,0.10699999999999932,14.7,28.8,421.0
2024-04-07T12:00:00Z,0.016999999999995907,15.8,31.6,574.0
2024-04-07T13:00:00Z,0.016999999999995907,16.4,30.4,538.0
2024-04-07T14:00:00Z,0.008000000000009777,16.4,28.6,503.0
2024-04-07T15:00:00Z,0.009000000000000341,16.1,22.9,418.0
2024-04-07T16:00:00Z,0.007999999999995566,15.5,17.6,285.0
2024-04-07T17:00:00Z,0.007999999999995566,14.4,11.2,153.0
2024-04-07T18:00:00Z,0.007999999999995566,12.2,7.1,32.0
2024-04-07T19:00:00Z,0.008000000000009777,11.2,9.7,0.0
2024-04-07T20:00:00Z,0.07399999999999807,10.8,11.9,0.0
2024-04-07T21:00:00Z,0.018000000000000682,10.1,11.2,0.0
2024-04-07T22:00:00Z,0.016999999999995907,9.9,12.0,0.0
2024-04-07T23:00:00Z,0.016999999999995907,9.9,13.1,0.0
2024-04-08T00:00:00Z,0.017000000000010118,9.6,13.0,0.0
2024-04-08T01:00:00Z,0.016999999999995907,8.7,15.2,0.0
2024-04-08T02:00:00Z,0.016999999999995907,9.4,15.5,0.0
2024-04-08T03:00:00Z,0.017000000000010118,11.5,21.0,0.0
2024-04-08T04:00:00Z,0.018000000000000682,11.5,18.0,0.0
2024-04-08T05:00:00Z,0.016999999999995907,10.9,16.9,5.0
2024-04-08T06:00:00Z,0.016999999999995907,11.2,18.3,42.0
2024-04-08T07:00:00Z,0.018000000000000682,12.4,15.8,173.0
2024-04-08T08:00:00Z,0.016999999999995907,13.5,15.1,319.0
2024-04-08T09:00:00Z,0.018000000000000682,14.7,12.2,452.0
2024-04-08T10:00:00Z,0.014000000000010004,15.9,10.5,575.0
2024-04-08T11:00:00Z,0.009000000000000341,16.6,9.2,641.0
2024-04-08T12:00:00Z,0.009000000000000341,16.8,6.0,627.0
2024-04-08T13:00:00Z,0.009000000000000341,15.6,7.9,499.0
2024-04-08T14:00:00Z,0.009000000000000341,14.6,18.1,398.0
2024-04-08T15:00:00Z,0.00899999999998613,13.4,16.6,332.0
2024-04-08T16:00:00Z,0.008000000000009777,12.4,11.3,188.0
2024-04-08T17:00:00Z,0.007999999999995566,11.0,9.1,111.0
2024-04-08T18:00:00Z,0.007999999999995566,8.8,6.6,33.0
2024-04-08T19:00:00Z,0.008000000000009777,9.4,7.6,0.0
2024-04-08T20:00:00Z,0.5969999999999942,9.4,5.6,0.0
2024-04-08T21:00:00Z,0.19299999999999784,9.2,1.1,0.0
2024-04-08T22:00:00Z,0.5690000000000026,8.2,6.5,0.0
2024-04-08T23:00:00Z,0.2980000000000018,7.2,8.0,0.0
2024-04-09T00:00:00Z,0.2510000000000048,6.8,7.6,0.0
2024-04-09T01:00:00Z,0.5439999999999969,6.9,7.8,0.0
2024-04-09T02:00:00Z,0.1290000000000049,6.8,8.3,0.0
2024-04-09T03:00:00Z,0.6119999999999948,6.4,10.9,0.0
2024-04-09T04:00:00Z,0.19400000000000261,6.0,11.6,0.0
2024-04-09T05:00:00Z,0.6139999999999901,6.3,14.7,7.0
2024-04-09T06:00:00Z,0.11599999999999966,7.2,17.9,59.0
2024-04-09T07:00:00Z,0.24800000000000466,7.3,19.1,150.0
2024-04-09T08:00:00Z,0.25199999999999534,7.8,21.0,258.0
2024-04-09T09:00:00Z,0.12400000000000944,9.0,16.6,395.0
2024-04-09T10:00:00Z,0.05499999999999261,10.6,15.3,538.0
2024-04-09T11:00:00Z,0.016000000000005343,11.7,14.6,512.0
2024-04-09T12:00:00Z,0.016999999999995907,10.7,11.8,374.0
2024-04-09T13:00:00Z,0.016999999999995907,13.4,13.9,507.0
2024-04-09T14:00:00Z,0.017000000000010118,13.4,9.2,449.0
2024-04-09T15:00:00Z,0.015999999999991132,12.8,6.9,83.0
2024-04-09T16:00:00Z,0.008000000000009777,15.0,18.0,136.0
2024-04-09T17:00:00Z,0.007999999999995566,13.0,24.1,27.0
2024-04-09T18:00:00Z,0.009000000000000341,11.3,14.5,8.0
2024-04-09T19:00:00Z,0.007999999999995566,10.8,9.5,0.0
2024-04-09T20:00:00Z,0.08200000000000784,10.6,13.6,0.0
2024-04-09T21:00:00Z,0.018000000000000682,10.4,16.5,0.0
2024-04-09T22:00:00Z,0.016999999999995907,10.2,18.0,0.0
2024-04-09T23:00:00Z,0.018000000000000682,9.5,19.3,0.0
2024-04-10T00:00:00Z,0.018000000000000682,9.4,24.1,0.0
2024-04-10T01:00:00Z,0.016999999999995907,8.9,24.8,0.0
2024-04-10T02:00:00Z,0.018000000000000682,8.6,26.6,0.0
2024-04-10T03:00:00Z,0.5250000000000057,8.9,28.5,0.0
2024-04-10T04:00:00Z,0.5630000000000024,8.2,28.5,0.0
2024-04-10T05:00:00Z,0.5120000000000005,8.2,29.5,9.0
2024-04-10T06:00:00Z,1.407999999999987,8.7,30.6,55.0
2024-04-10T07:00:00Z,1.5750000000000028,8.9,28.5,71.0
2024-04-10T08:00:00Z,0.018000000000000682,9.6,34.9,211.0
2024-04-10T09:00:00Z,0.11400000000000432,9.6,34.6,170.0
2024-04-10T10:00:00Z,0.14300000000000068,10.1,36.3,225.0
2024-04-10T11:00:00Z,0.4989999999999952,11.9,37.0,578.0
2024-04-10T12:00:00Z,0.15500000000000114,12.2,34.2,575.0
2024-04-10T13:00:00Z,0.018000000000000682,11.2,34.2,374.0
2024-04-10T14:00:00Z,0.3439999999999941,11.3,31.3,349.0
2024-04-10T15:00:00Z,0.3230000000000075,11.2,29.9,289.0
2024-04-10T16:00:00Z,0.007999999999995566,10.7,28.8,253.0
2024-04-10T17:00:00Z,0.008000000000009777,10.1,21.6,146.0
2024-04-10T18:00:00Z,0.009000000000000341,8.6,16.4,45.0
2024-04-10T19:00:00Z,0.007999999999995566,7.7,15.1,0.0
2024-04-10T20:00:00Z,1.0,7.2,15.6,0.0
2024-04-10T21:00:00Z,0.6679999999999922,6.3,13.9,0.0
2024-04-10T22:00:00Z,0.5620000000000118,6.2,16.1,0.0
2024-04-10T23:00:00Z,0.5379999999999967,5.8,16.9,0.0
2024-04-11T00:00:00Z,0.539999999999992,5.4,15.3,0.0
2024-04-11T01:00:00Z,0.5650000000000119,5.9,15.8,0.0
2024-04-11T02:00:00Z,0.2879999999999967,7.3,19.3,0.0
2024-04-11T03:00:00Z,0.7519999999999953,8.4,23.2,0.0
2024-04-11T04:00:00Z,0.3850000000000051,9.4,26.3,0.0
2024-04-11T05:00:00Z,0.5259999999999962,9.7,30.3,4.0
2024-04-11T06:00:00Z,0.30100000000000193,9.6,33.0,31.0
2024-04-11T07:00:00Z,0.5739999999999981,9.6,33.2,77.0
2024-04-11T08:00:00Z,0.060000000000002274,9.0,32.9,54.0
2024-04-11T09:00:00Z,0.016999999999995907,10.2,34.1,157.0
2024-04-11T10:00:00Z,0.018000000000000682,11.4,32.5,181.0
2024-04-11T11:00:00Z,0.016999999999995907,11.8,31.1,180.0
2024-04-11T12:00:00Z,0.017000000000010118,12.1,32.5,156.0
2024-04-11T13:00:00Z,0.018000000000000682,12.4,29.8,173.0
2024-04-11T14:00:00Z,0.016999999999995907,12.6,28.3,159.0
2024-04-11T15:00:00Z,0.018000000000000682,12.7,27.4,130.0
2024-04-11T16:00:00Z,0.007999999999995566,13.3,26.4,166.0
2024-04-11T17:00:00Z,0.007999999999995566,12.7,23.5,143.0
2024-04-11T18:00:00Z,0.009000000000000341,12.2,25.1,32.0
2024-04-11T19:00:00Z,0.008000000000009777,11.8,25.6,0.0
2024-04-11T20:00:00Z,0.04800000000000182,11.2,24.4,0.0
2024-04-11T21:00:00Z,0.018000000000000682,11.4,23.4,0.0
2024-04-11T22:00:00Z,0.016999999999995907,10.9,23.0,0.0
2024-04-11T23:00:00Z,0.016999999999995907,10.1,19.8,0.0
2024-04-12T00:00:00Z,0.016000000000005343,9.1,17.8,0.0
2024-04-12T01:00:00Z,0.015999999999991132,9.6,17.1,0.0
2024-04-12T02:00:00Z,0.017000000000010118,9.4,17.1,0.0
2024-04-12T03:00:00Z,0.016999999999995907,9.2,17.6,0.0
2024-04-12T04:00:00Z,0.018000000000000682,8.9,17.8,0.0
2024-04-12T05:00:00Z,0.016999999999995907,8.8,21.0,8.0
2024-04-12T06:00:00Z,0.017000000000010118,9.6,21.7,43.0
2024-04-12T07:00:00Z,0.015999999999991132,10.6,20.6,58.0
2024-04-12T08:00:00Z,0.018000000000000682,12.7,26.8,241.0
2024-04-12T09:00:00Z,0.016999999999995907,13.4,30.3,321.0
2024-04-12T10:00:00Z,0.018000000000000682,13.9,31.7,340.0
2024-04-12T11:00:00Z,0.017000000000010118,13.1,32.6,153.0
2024-04-12T12:00:00Z,0.018000000000000682,13.5,32.9,165.0
2024-04-12T13:00:00Z,0.016999999999995907,12.8,27.8,64.0
2024-04-12T14:00:00Z,0.018000000000000682,13.2,29.2,129.0
2024-04-12T15:00:00Z,0.016999999999995907,13.5,29.6,172.0
2024-04-12T16:00:00Z,0.007999999999995566,12.9,27.3,58.0
2024-04-12T17:00:00Z,0.008000000000009777,12.7,24.3,50.0
2024-04-12T18:00:00Z,0.007999999999995566,12.4,24.0,15.0
2024-04-12T19:00:00Z,0.009000000000000341,12.1,23.7,0.0
2024-04-12T20:00:00Z,0.04999999999999716,11.4,23.4,0.0
2024-04-12T21:00:00Z,0.015000000000000568,11.1,22.3,0.0
2024-04-12T22:00:00Z,0.018000000000000682,10.8,20.1,0.0
2024-04-12T23:00:00Z,0.018000000000000682,10.4,19.0,0.0
2024-04-13T00:00:00Z,0.018000000000000682,9.4,18.6,0.0
2024-04-13T01:00:00Z,0.018000000000000682,9.2,16.3,0.0
2024-04-13T02:00:00Z,0.016999999999995907,8.8,15.4,0.0
2024-04-13T03:00:00Z,0.018000000000000682,8.3,15.0,0.0
2024-04-13T04:00:00Z,0.018000000000000682,7.9,16.3,0.0
2024-04-13T05:00:00Z,0.016999999999995907,8.1,17.9,14.0
2024-04-13T06:00:00Z,0.018000000000000682,9.1,15.8,98.0
2024-04-13T07:00:00Z,0.017000000000010118,10.2,17.6,168.0
2024-04-13T08:00:00Z,0.018000000000000682,12.1,19.2,349.0
2024-04-13T09:00:00Z,0.016999999999995907,14.1,20.9,505.0
2024-04-13T10:00:00Z,0.016999999999995907,15.2,21.8,536.0
2024-04-13T11:00:00Z,0.018000000000000682,15.9,22.0,598.0
2024-04-13T12:00:00Z,0.01300000000000523,16.2,25.9,538.0
2024-04-13T13:00:00Z,0.009000000000000341,15.6,23.4,301.0
2024-04-13T14:00:00Z,0.007999999999995566,15.7,24.4,249.0
2024-04-13T15:00:00Z,0.009000000000000341,15.8,22.7,282.0
2024-04-13T16:00:00Z,0.009000000000000341,15.2,23.7,192.0
2024-04-13T17:00:00Z,0.007999999999995566,14.2,23.1,105.0
2024-04-13T18:00:00Z,0.008000000000009777,12.9,21.4,13.0
